id,price_doc
30645,8151000.00 
30646,4621859.30 
30647,5224279.40 
30648,26748331.70 
30649,2560477.50 
30650,5055000.00 
30651,2947113.30 
30652,4904726.40 
30653,6318868.90 
30654,5037212.00 
30655,11152915.60 
30656,3771238.50 
30657,5598171.20 
30658,10151117.40 
30659,5126050.00 
30660,9955000.00 
30661,7233145.70 
30662,10016390.50 
30663,13326074.40 
30664,12355008.90 
30665,5643362.40 
30666,2560477.50 
30667,4126401.70 
30668,9266451.50 
30669,5359826.90 
30670,2422037.10 
30671,9678117.80 
30672,10652770.70 
30673,10376771.30 
30674,11569357.60 
30675,2144563.00 
30676,8620000.00 
30677,4381000.00 
30678,24193730.70 
30679,5783000.00 
30680,5560272.20 
30681,2577858.00 
30682,8514700.00 
30683,9607293.10 
30684,5386617.00 
30685,7994500.00 
30686,9645982.50 
30687,4814270.80 
30688,5176870.00 
30689,12690000.00 
30690,26937905.10 
30691,5291000.00 
30692,6334050.00 
30693,10003892.90 
30694,4745522.00 
30695,7587524.70 
30696,7389113.20 
30697,12945000.00 
30698,8810925.00 
30699,4678817.00 
30700,5280463.20 
30701,9356109.80 
30702,6486980.60 
30703,4145453.30 
30704,13669271.00 
30705,8551893.60 
30706,25028605.20 
30707,3624802.90 
30708,11698250.00 
30709,6012224.40 
30710,8425000.00 
30711,5025106.50 
30712,4026437.00 
30713,5656500.00 
30714,6057147.60 
30715,3946332.60 
30716,9607293.10 
30717,6940500.00 
30718,17254302.60 
30719,10335332.20 
30720,7734147.20 
30721,5208750.00 
30722,5668018.50 
30723,6110619.60 
30724,13648528.40 
30725,5934375.00 
30726,12954199.00 
30727,9117939.10 
30728,9569454.10 
30729,3580377.50 
30730,5881847.60 
30731,6519714.20 
30732,4567500.00 
30733,10305400.00 
30734,6762404.60 
30735,5588344.80 
30736,6764757.50 
30737,6704086.00 
30738,6277907.10 
30739,3753898.60 
30740,7692705.80 
30741,16286916.10 
30742,4459712.80 
30743,5157539.30 
30744,10958701.70 
30745,8214417.40 
30746,5588344.80 
30747,12212472.70 
30748,14086103.80 
30749,5430000.00 
30750,7338931.60 
30751,3926572.40 
30752,6822689.90 
30753,11654988.50 
30754,4747922.50 
30755,4981521.80 
30756,5629718.30 
30757,5085000.00 
30758,10349756.00 
30759,6407892.60 
30760,4981521.80 
30761,9629825.90 
30762,6987430.30 
30763,13669271.00 
30764,5643362.40 
30765,5550000.00 
30766,3740950.80 
30767,9778836.40 
30768,4711232.80 
30769,6678598.90 
30770,5643362.40 
30771,3676414.70 
30772,8537013.40 
30773,7667248.00 
30774,6077791.90 
30775,12557999.40 
30776,5504394.60 
30777,5643362.40 
30778,9509835.00 
30779,6760338.80 
30780,6796978.80 
30781,6195955.20 
30782,4000920.40 
30783,5153104.70 
30784,3925579.00 
30785,5010750.00 
30786,4534983.50 
30787,6536111.40 
30788,5201342.10 
30789,8241654.00 
30790,8101593.20 
30791,9713668.30 
30792,6762404.60 
30793,13302324.60 
30794,14124990.30 
30795,8641647.30 
30796,12846403.10 
30797,15820303.40 
30798,2677380.60 
30799,11139070.00 
30800,12288708.40 
30801,6519714.20 
30802,14468218.10 
30803,3421586.00 
30804,3966517.70 
30805,11580919.10 
30806,6762404.60 
30807,5803000.00 
30808,10967034.40 
30809,5329924.10 
30810,11749699.00 
30811,4149964.20 
30812,5809226.70 
30813,4897750.00 
30814,3427958.80 
30815,4229342.40 
30816,9364130.60 
30817,2144563.00 
30818,7987500.00 
30819,10234533.20 
30820,5097810.20 
30821,22176836.10 
30822,7885817.60 
30823,7587524.70 
30824,3961812.30 
30825,5153174.60 
30826,16134078.00 
30827,5560272.20 
30828,6248347.60 
30829,5941846.50 
30830,10815473.10 
30831,5242500.00 
30832,5202500.00 
30833,4891855.90 
30834,3973340.90 
30835,7858333.30 
30836,6311976.10 
30837,5406557.90 
30838,4045000.00 
30839,6465500.00 
30840,10318550.00 
30841,18909806.80 
30842,7709224.30 
30843,5050000.00 
30844,5629718.30 
30845,9000551.60 
30846,4534983.50 
30847,4637350.60 
30848,8723597.00 
30849,4522190.50 
30850,4014584.70 
30851,4997967.50 
30852,7704968.30 
30853,4183756.30 
30854,5387500.00 
30855,6398694.90 
30856,9822149.60 
30857,2465260.00 
30858,4485288.40 
30859,5262261.90 
30860,4922500.00 
30861,9833822.10 
30862,6188380.70 
30863,5337103.20 
30864,7455835.80 
30865,10261754.80 
30866,6989458.00 
30867,5676383.10 
30868,8490000.00 
30869,6069058.50 
30870,2294690.30 
30871,8593837.30 
30872,4866392.80 
30873,4033527.80 
30874,5051070.10 
30875,5420388.80 
30876,5031801.00 
30877,9915304.10 
30878,5621764.30 
30879,11980324.30 
30880,6545843.30 
30881,2143109.40 
30882,10218309.40 
30883,3122900.50 
30884,5621764.30 
30885,4857700.50 
30886,6873091.20 
30887,5014585.30 
30888,4342898.40 
30889,5285000.00 
30890,7765250.00 
30891,3750358.00 
30892,3750358.00 
30893,4534983.50 
30894,5543500.00 
30895,4468021.10 
30896,6357565.40 
30897,8830000.00 
30898,7338548.70 
30899,7553984.00 
30900,3843493.20 
30901,6217487.30 
30902,2143109.40 
30903,7344419.70 
30904,7305000.00 
30905,5621764.30 
30906,8163673.80 
30907,11186715.30 
30908,5126326.00 
30909,9553849.00 
30910,7262153.90 
30911,4865423.80 
30912,7440642.80 
30913,16159967.30 
30914,5881176.20 
30915,7833730.40 
30916,6174857.90 
30917,8760457.90 
30918,6689367.70 
30919,4981521.80 
30920,3506767.60 
30921,4046848.50 
30922,6585029.90 
30923,3856756.60 
30924,5560272.20 
30925,12628428.40 
30926,6367565.40 
30927,8287936.80 
30928,4303660.70 
30929,5560272.20 
30930,9525119.60 
30931,13394802.70 
30932,4750000.00 
30933,4696395.90 
30934,11544603.20 
30935,7338548.70 
30936,6359282.90 
30937,9474568.00 
30938,4721877.70 
30939,9422170.10 
30940,6044260.70 
30941,6690537.50 
30942,3945516.30 
30943,6767791.00 
30944,5329924.10 
30945,4424068.60 
30946,12985949.80 
30947,4175150.00 
30948,8072620.90 
30949,6364080.40 
30950,6710000.00 
30951,17939556.60 
30952,7432161.00 
30953,8911491.20 
30954,5014743.00 
30955,6385619.70 
30956,7300431.20 
30957,5645000.00 
30958,25952969.50 
30959,8537000.00 
30960,9449730.00 
30961,7460550.00 
30962,11846361.20 
30963,4057672.80 
30964,3812250.00 
30965,7397363.10 
30966,12514207.50 
30967,14080088.80 
30968,4030435.80 
30969,3738053.60 
30970,6531663.70 
30971,11425538.10 
30972,3738053.60 
30973,5457707.90 
30974,5025478.90 
30975,7064123.30 
30976,5201189.20 
30977,6255090.00 
30978,7576500.00 
30979,3904602.10 
30980,7617778.30 
30981,5658636.70 
30982,8355825.00 
30983,4033527.80 
30984,5621764.30 
30985,3675277.00 
30986,9725779.90 
30987,10449890.80 
30988,6124266.80 
30989,7485713.40 
30990,13712881.10 
30991,7607500.00 
30992,2610938.50 
30993,8280000.00 
30994,5220000.00 
30995,7220250.00 
30996,5621764.30 
30997,6810370.70 
30998,8208007.00 
30999,7193603.80 
31000,7294142.40 
31001,6545843.30 
31002,8873160.40 
31003,10589629.50 
31004,4219158.10 
31005,2992864.10 
31006,8637445.80 
31007,5332500.00 
31008,5153174.60 
31009,6697500.00 
31010,6871484.90 
31011,4488848.60 
31012,5902242.00 
31013,7500615.80 
31014,12720384.00 
31015,5714059.10 
31016,4488848.60 
31017,9440771.20 
31018,5815000.00 
31019,4778008.00 
31020,6266640.00 
31021,12783532.70 
31022,20796346.10 
31023,9356109.80 
31024,4887500.00 
31025,6073123.80 
31026,7117500.00 
31027,4655543.40 
31028,4710000.00 
31029,7845912.20 
31030,7127206.60 
31031,11059308.80 
31032,9026706.40 
31033,6709558.10 
31034,5814000.00 
31035,10534005.80 
31036,6802500.00 
31037,25885347.70 
31038,4385820.70 
31039,7393569.20 
31040,6136286.70 
31041,4391768.50 
31042,4574820.50 
31043,6114888.50 
31044,10363000.30 
31045,5730248.50 
31046,13586948.00 
31047,7936250.00 
31048,5910000.00 
31049,5301875.20 
31050,7154114.90 
31051,6305250.30 
31052,4033527.80 
31053,21755768.60 
31054,6596788.90 
31055,5951238.90 
31056,12778898.80 
31057,5560272.20 
31058,8622894.80 
31059,2604201.10 
31060,7618807.00 
31061,6545843.30 
31062,6822871.00 
31063,3852700.20 
31064,4970207.90 
31065,10970562.90 
31066,4485288.40 
31067,6740000.00 
31068,4006814.30 
31069,4662498.90 
31070,4866392.80 
31071,3904602.10 
31072,8721364.20 
31073,2143109.40 
31074,7587524.70 
31075,7082934.50 
31076,6757669.20 
31077,5621764.30 
31078,4399878.60 
31079,5536206.10 
31080,6018815.40 
31081,2610938.50 
31082,9400000.00 
31083,5329924.10 
31084,9440771.20 
31085,9560554.00 
31086,4145453.30 
31087,4469622.30 
31088,6838500.00 
31089,7091000.00 
31090,29073816.30 
31091,3442445.70 
31092,7618807.00 
31093,5643362.40 
31094,6355000.00 
31095,5432500.00 
31096,23449694.70 
31097,11116258.80 
31098,9583000.00 
31099,11283842.30 
31100,3068131.30 
31101,4442314.60 
31102,5455168.40 
31103,7068791.00 
31104,3607117.00 
31105,7257200.00 
31106,4778008.00 
31107,12215977.00 
31108,8403419.70 
31109,5537443.10 
31110,9440771.20 
31111,10536160.60 
31112,6576738.00 
31113,3764507.90 
31114,5452667.70 
31115,5612377.90 
31116,7332500.00 
31117,6500478.80 
31118,4033527.80 
31119,3445729.40 
31120,4380850.00 
31121,6136286.70 
31122,6356843.10 
31123,5263652.30 
31124,5818500.00 
31125,12852418.50 
31126,16790483.50 
31127,6077791.90 
31128,5822465.30 
31129,5644293.50 
31130,12815029.50 
31131,8606924.00 
31132,9944368.40 
31133,10471092.00 
31134,6444062.50 
31135,8994401.70 
31136,9553990.00 
31137,5500573.80 
31138,6899452.00 
31139,4057672.80 
31140,7470500.00 
31141,4695603.40 
31142,9440771.20 
31143,5564214.20 
31144,3911459.30 
31145,5380000.00 
31146,3705000.00 
31147,10830058.00 
31148,5608185.90 
31149,2143109.40 
31150,8803525.10 
31151,5367500.00 
31152,7667248.00 
31153,5607476.00 
31154,16279602.00 
31155,6275000.00 
31156,8492066.40 
31157,4052766.80 
31158,10108125.00 
31159,6596788.90 
31160,6080000.00 
31161,3738053.60 
31162,4821639.50 
31163,6069000.00 
31164,6470704.50 
31165,6531663.70 
31166,5621764.30 
31167,6546140.00 
31168,12568940.60 
31169,7496500.00 
31170,6851000.00 
31171,13310378.70 
31172,5253254.70 
31173,11500714.20 
31174,9795240.20 
31175,12307887.00 
31176,4866392.80 
31177,8803525.10 
31178,4391768.50 
31179,3892500.00 
31180,4006814.30 
31181,18850358.60 
31182,5119429.10 
31183,8561757.60 
31184,6222557.00 
31185,4230380.10 
31186,9180000.00 
31187,3764507.90 
31188,5263652.30 
31189,5233491.90 
31190,7663770.90 
31191,13486467.40 
31192,3750946.80 
31193,5588194.40 
31194,14161707.30 
31195,7482320.70 
31196,4895000.00 
31197,11868978.30 
31198,6971876.30 
31199,6018815.40 
31200,10745684.00 
31201,4120246.00 
31202,3905756.30 
31203,6545843.30 
31204,3847445.90 
31205,8145607.40 
31206,5494347.60 
31207,3967547.10 
31208,4097200.00 
31209,5053455.50 
31210,5588194.40 
31211,7280195.10 
31212,5361266.50 
31213,9412492.70 
31214,6044260.70 
31215,4866392.80 
31216,5621764.30 
31217,8202138.20 
31218,8294999.40 
31219,3721043.30 
31220,7412617.80 
31221,4062802.50 
31222,7812716.00 
31223,9340492.30 
31224,7969980.90 
31225,16286916.10 
31226,6596788.90 
31227,9117939.10 
31228,11658592.40 
31229,4348710.30 
31230,5705085.30 
31231,4219158.10 
31232,6548295.60 
31233,6190127.90 
31234,6328094.50 
31235,5612377.90 
31236,4930000.00 
31237,11006203.60 
31238,6018815.40 
31239,14489730.60 
31240,6549696.50 
31241,6018815.40 
31242,7803921.40 
31243,4013810.30 
31244,8202138.20 
31245,7997425.90 
31246,10679828.80 
31247,5759833.60 
31248,6728250.00 
31249,9356109.80 
31250,6077791.90 
31251,7618807.00 
31252,6562240.50 
31253,9596260.60 
31254,6372244.00 
31255,11656593.80 
31256,5544150.00 
31257,5607476.00 
31258,10399766.80 
31259,10754152.40 
31260,8271250.00 
31261,25028605.20 
31262,5621764.30 
31263,6246726.70 
31264,4054924.30 
31265,10836246.60 
31266,7330636.50 
31267,4054924.30 
31268,4488848.60 
31269,8684840.10 
31270,4219158.10 
31271,5210923.80 
31272,12532325.80 
31273,6941541.90 
31274,5781000.00 
31275,6572465.00 
31276,5880300.00 
31277,5498000.00 
31278,16190213.00 
31279,13586948.00 
31280,8023280.50 
31281,7618807.00 
31282,12783532.70 
31283,6562240.50 
31284,1433700.00 
31285,5862502.80 
31286,7256373.80 
31287,9725779.90 
31288,4371717.60 
31289,10620841.00 
31290,5588194.40 
31291,6655350.00 
31292,4145453.30 
31293,8202138.20 
31294,4057672.80 
31295,17387964.00 
31296,9692231.10 
31297,6898804.50 
31298,3839809.70 
31299,9356109.80 
31300,7224923.30 
31301,6963995.60 
31302,6041549.10 
31303,9002707.50 
31304,7787938.70 
31305,9247679.20 
31306,3593831.00 
31307,5608185.90 
31308,8895748.00 
31309,9318100.50 
31310,35026539.00 
31311,6049263.20 
31312,5075656.70 
31313,11623204.10 
31314,6018815.40 
31315,9607293.10 
31316,11201593.60 
31317,15952189.30 
31318,10362666.10 
31319,6044260.70 
31320,6915350.00 
31321,8121839.60 
31322,5629718.30 
31323,8665118.00 
31324,8845000.00 
31325,5902174.50 
31326,5387250.00 
31327,6268132.00 
31328,12923618.50 
31329,5776424.60 
31330,12793201.00 
31331,8872834.00 
31332,5497500.00 
31333,5755000.00 
31334,4488848.60 
31335,6775000.00 
31336,18901111.20 
31337,6921200.00 
31338,4459201.20 
31339,5462500.00 
31340,8014500.00 
31341,9356109.80 
31342,4804003.30 
31343,3843493.20 
31344,4773200.00 
31345,5025794.10 
31346,3970624.50 
31347,10182126.50 
31348,11659397.20 
31349,11608744.90 
31350,3764507.90 
31351,5942000.00 
31352,8298634.40 
31353,4999670.00 
31354,7521000.00 
31355,8876209.30 
31356,4534983.50 
31357,4883781.10 
31358,2610938.50 
31359,5945866.60 
31360,10513083.40 
31361,4743700.00 
31362,9629115.80 
31363,5261912.90 
31364,3141175.30 
31365,3852700.20 
31366,8212250.00 
31367,10267500.00 
31368,5570000.00 
31369,4866392.80 
31370,9048009.50 
31371,8466705.10 
31372,7321560.00 
31373,5799000.00 
31374,6822871.00 
31375,5425000.00 
31376,6018815.40 
31377,7967100.30 
31378,6237105.00 
31379,27364550.30 
31380,4465104.00 
31381,8395560.90 
31382,5557500.00 
31383,7804280.00 
31384,24292953.20 
31385,14416677.90 
31386,7804215.90 
31387,10672684.90 
31388,5135572.00 
31389,4221769.30 
31390,8178693.80 
31391,5378033.00 
31392,12317821.40 
31393,9499361.50 
31394,5017500.00 
31395,4518121.80 
31396,9272695.50 
31397,5845326.50 
31398,2708193.50 
31399,12993830.60 
31400,4377080.60 
31401,11552284.90 
31402,8718220.70 
31403,5016766.60 
31404,5435250.00 
31405,4549561.00 
31406,6280023.30 
31407,3852103.20 
31408,6514406.30 
31409,4554500.70 
31410,6441250.00 
31411,8701895.40 
31412,10491000.00 
31413,8960025.90 
31414,4351774.30 
31415,15847402.00 
31416,6287500.00 
31417,5061317.00 
31418,8261948.80 
31419,9279943.80 
31420,11059308.80 
31421,6874508.00 
31422,5495000.00 
31423,8042505.10 
31424,15772890.40 
31425,5159950.00 
31426,5037500.00 
31427,5557830.10 
31428,8860478.30 
31429,14124990.30 
31430,4875590.30 
31431,5401684.90 
31432,4830618.70 
31433,5917186.40 
31434,4084402.80 
31435,12093014.00 
31436,9340492.30 
31437,12778898.80 
31438,8015000.00 
31439,11069281.50 
31440,6093634.50 
31441,6080000.00 
31442,7443548.10 
31443,12004467.70 
31444,6524942.90 
31445,9206030.80 
31446,10024146.80 
31447,5404993.00 
31448,7739745.00 
31449,7192750.00 
31450,6135397.50 
31451,8899500.00 
31452,13616892.40 
31453,3039706.20 
31454,5314310.20 
31455,7693750.00 
31456,5016766.60 
31457,5266019.60 
31458,17485572.10 
31459,7184416.40 
31460,5016766.60 
31461,4824334.70 
31462,3847445.90 
31463,5565731.60 
31464,8137500.00 
31465,4815230.70 
31466,41635775.60 
31467,3913212.10 
31468,13816450.00 
31469,4898810.20 
31470,5138862.80 
31471,14403557.00 
31472,2610213.50 
31473,5887032.50 
31474,3624802.90 
31475,5798824.50 
31476,22008290.00 
31477,7480783.40 
31478,4942500.00 
31479,6862093.20 
31480,7466393.60 
31481,8315000.00 
31482,9279719.50 
31483,9418416.30 
31484,5687076.40 
31485,3549009.60 
31486,3412954.80 
31487,4927500.00 
31488,15610799.80 
31489,10180000.00 
31490,4549561.00 
31491,5699950.00 
31492,8477500.00 
31493,12075698.80 
31494,6125960.00 
31495,5832403.60 
31496,8811491.20 
31497,4988696.30 
31498,6257630.80 
31499,11175776.00 
31500,8965876.50 
31501,9909774.90 
31502,10979810.80 
31503,5675000.00 
31504,9344065.60 
31505,20429845.60 
31506,6361113.10 
31507,7739874.00 
31508,5724902.40 
31509,6061500.00 
31510,7144376.30 
31511,5016766.60 
31512,5658636.70 
31513,30792250.00 
31514,27088341.00 
31515,2535450.70 
31516,14967134.10 
31517,6161250.00 
31518,9855645.50 
31519,6114888.50 
31520,5672000.00 
31521,5457221.00 
31522,4391768.50 
31523,7030373.30 
31524,9190706.00 
31525,12561041.00 
31526,5621764.30 
31527,7578695.30 
31528,4881500.00 
31529,5280000.00 
31530,4866035.00 
31531,8620932.70 
31532,5621764.30 
31533,14180556.20 
31534,8270000.00 
31535,10414114.50 
31536,9166110.00 
31537,4441999.80 
31538,5276863.50 
31539,3839809.70 
31540,9440771.20 
31541,2621114.50 
31542,5745000.00 
31543,3861310.20 
31544,5016766.60 
31545,8606732.00 
31546,12778898.80 
31547,5561402.30 
31548,6161750.00 
31549,6089671.80 
31550,5345642.60 
31551,5902750.00 
31552,8062374.90 
31553,6056446.50 
31554,9335000.00 
31555,4045565.70 
31556,5845326.50 
31557,5666721.90 
31558,9725779.90 
31559,2621114.50 
31560,5845326.50 
31561,6348043.80 
31562,29102134.10 
31563,3919260.00 
31564,15602561.60 
31565,9440771.20 
31566,6376000.00 
31567,17750912.80 
31568,7740833.30 
31569,7205009.80 
31570,6594436.40 
31571,5692367.00 
31572,3723053.60 
31573,5207500.00 
31574,12135660.20 
31575,5621764.30 
31576,7276360.50 
31577,5309549.90 
31578,7392423.00 
31579,5401684.90 
31580,7559980.90 
31581,5989654.70 
31582,6194316.50 
31583,9429178.80 
31584,4229953.10 
31585,6044260.70 
31586,13694996.00 
31587,12128037.50 
31588,10178558.40 
31589,3758039.00 
31590,6268958.00 
31591,5541890.10 
31592,8128001.10 
31593,7853500.00 
31594,8560714.60 
31595,5000014.20 
31596,3917355.20 
31597,6089050.00 
31598,3375321.00 
31599,7341915.20 
31600,7205326.30 
31601,14590356.70 
31602,5732948.40 
31603,11062401.70 
31604,5431000.00 
31605,5016766.60 
31606,6305250.30 
31607,8309233.50 
31608,5732948.40 
31609,6525000.00 
31610,8652050.70 
31611,6136286.70 
31612,6373970.90 
31613,4875590.30 
31614,17939556.60 
31615,9340492.30 
31616,9501500.00 
31617,4188436.40 
31618,7930339.00 
31619,9292978.50 
31620,4492332.50 
31621,6056446.50 
31622,31398398.80 
31623,12288232.20 
31624,5272849.80 
31625,9353500.00 
31626,6330036.70 
31627,7200079.00 
31628,10428098.70 
31629,10353250.00 
31630,4104775.80 
31631,5902242.00 
31632,17434327.50 
31633,5402500.00 
31634,8986961.50 
31635,14108971.90 
31636,5684166.70 
31637,5433600.50 
31638,6266640.00 
31639,3982777.70 
31640,10272500.00 
31641,4033527.80 
31642,2947113.30 
31643,6366565.70 
31644,8758141.20 
31645,4937886.10 
31646,9884672.50 
31647,4625340.00 
31648,11534838.40 
31649,5179000.00 
31650,7060506.40 
31651,10195000.00 
31652,5829656.60 
31653,6035000.00 
31654,5558419.00 
31655,4942601.80 
31656,28303236.00 
31657,6780000.00 
31658,4458904.90 
31659,8251064.30 
31660,5505750.00 
31661,5987081.50 
31662,7608999.60 
31663,4033527.80 
31664,3749348.90 
31665,4168007.90 
31666,5519500.00 
31667,6711364.60 
31668,7387202.10 
31669,12675138.80 
31670,7334675.30 
31671,5297790.00 
31672,8845000.00 
31673,5963000.00 
31674,8720600.50 
31675,8121839.60 
31676,7097480.90 
31677,4947395.80 
31678,4246635.40 
31679,9323669.40 
31680,5377617.00 
31681,6510671.80 
31682,3327874.70 
31683,6044260.70 
31684,5309549.90 
31685,3861310.20 
31686,14501661.30 
31687,10115133.30 
31688,9629115.80 
31689,4084402.80 
31690,5117000.00 
31691,3961776.30 
31692,4937886.10 
31693,6552627.10 
31694,5734845.90 
31695,7608999.60 
31696,3913212.10 
31697,5309549.90 
31698,3913212.10 
31699,5432500.00 
31700,5155117.00 
31701,10141752.50 
31702,5232500.00 
31703,8574299.50 
31704,5384750.00 
31705,7973494.50 
31706,5122500.00 
31707,9564439.00 
31708,8106600.50 
31709,5565828.70 
31710,10833050.00 
31711,7588137.30 
31712,8254500.00 
31713,6089671.80 
31714,5832165.60 
31715,5573531.80 
31716,5465000.00 
31717,11654988.50 
31718,4873264.30 
31719,6795413.20 
31720,5797446.20 
31721,5160544.50 
31722,6366565.70 
31723,6110000.00 
31724,8010093.20 
31725,5016766.60 
31726,11155148.80 
31727,7202100.00 
31728,4709526.50 
31729,6035000.00 
31730,3764507.90 
31731,7085142.60 
31732,9492503.70 
31733,3771602.10 
31734,4508599.90 
31735,2785198.60 
31736,7450216.00 
31737,5378033.00 
31738,6089671.80 
31739,5902000.00 
31740,8379138.70 
31741,11335339.50 
31742,12742954.90 
31743,7357297.30 
31744,5272849.80 
31745,3675277.00 
31746,9958156.40 
31747,5190768.00 
31748,11265007.50 
31749,5433600.50 
31750,10358998.80 
31751,9070186.80 
31752,4304582.90 
31753,3919260.00 
31754,5860720.30 
31755,11849221.70 
31756,2574875.60 
31757,6216695.20 
31758,7180276.80 
31759,6354093.80 
31760,5888645.20 
31761,16147849.70 
31762,2610213.50 
31763,11242486.80 
31764,6111972.50 
31765,4033601.30 
31766,8082500.00 
31767,3834691.20 
31768,8042505.10 
31769,10398520.20 
31770,3322923.60 
31771,4084402.80 
31772,5782243.00 
31773,6255500.00 
31774,7376424.10 
31775,10517784.60 
31776,2143109.40 
31777,4124082.50 
31778,11073126.70 
31779,10777790.20 
31780,7608999.60 
31781,6760924.50 
31782,6550750.00 
31783,3738053.60 
31784,4637500.00 
31785,5081350.00 
31786,4971818.40 
31787,6003012.10 
31788,5898556.30 
31789,5888645.20 
31790,4084402.80 
31791,8130342.80 
31792,6266640.00 
31793,7605533.40 
31794,7394299.10 
31795,5462369.00 
31796,5080371.50 
31797,14964149.30 
31798,5890326.50 
31799,5557492.70 
31800,6206250.00 
31801,3852103.20 
31802,7102639.50 
31803,7283850.00 
31804,4625000.00 
31805,3852103.20 
31806,6571923.10 
31807,6366276.80 
31808,7798000.00 
31809,5058485.50 
31810,4149396.40 
31811,7823333.30 
31812,6215000.00 
31813,6854201.90 
31814,5647500.00 
31815,5888645.20 
31816,5695000.00 
31817,3913212.10 
31818,5912664.10 
31819,5563032.40 
31820,10745928.20 
31821,9011934.10 
31822,5815000.00 
31823,4875590.30 
31824,4234067.60 
31825,5217242.20 
31826,5748877.00 
31827,4506027.50 
31828,6573382.80 
31829,9181890.00 
31830,5952404.00 
31831,3536103.70 
31832,10214416.70 
31833,10907597.60 
31834,5729307.90 
31835,5138400.90 
31836,6885993.00 
31837,4025694.50 
31838,9402373.30 
31839,4784193.10 
31840,11124790.20 
31841,5309549.90 
31842,6213500.00 
31843,3861310.20 
31844,6510671.80 
31845,9128000.00 
31846,4971818.40 
31847,5597250.00 
31848,5256159.30 
31849,7376650.00 
31850,6018815.40 
31851,12868378.10 
31852,5734845.90 
31853,9440771.20 
31854,6018815.40 
31855,5282713.50 
31856,6693336.30 
31857,9091174.90 
31858,6912832.40 
31859,35014504.20 
31860,7052190.90 
31861,10210146.70 
31862,7752039.90 
31863,10431055.70 
31864,3880659.90 
31865,4972484.00 
31866,2947113.30 
31867,7747437.50 
31868,5654375.00 
31869,8319800.00 
31870,3764507.90 
31871,5101379.70 
